Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","223","Turkey","165","Pakistan","5922","Export Value","515","Apples","2017","2017","1000 US$","760","","Official data"
"TM","Detailed trade matrix","223","Turkey","179","Qatar","5910","Export Quantity","515","Apples","2017","2017","tonnes","328","","Official data"
"TM","Detailed trade matrix","223","Turkey","179","Qatar","5922","Export Value","515","Apples","2017","2017","1000 US$","253","","Official data"
"TM","Detailed trade matrix","223","Turkey","194","Saudi Arabia","5910","Export Quantity","515","Apples","2017","2017","tonnes","8106","","Official data"
"TM","Detailed trade matrix","223","Turkey","194","Saudi Arabia","5922","Export Value","515","Apples","2017","2017","1000 US$","3225","","Official data"
"TM","Detailed trade matrix","223","Turkey","200","Singapore","5910","Export Quantity","515","Apples","2017","2017","tonnes","226","","Official data"
"TM","Detailed trade matrix","223","Turkey","200","Singapore","5922","Export Value","515","Apples","2017","2017","1000 US$","176","","Official data"
"TM","Detailed trade matrix","223","Turkey","38","Sri Lanka","5910","Export Quantity","515","Apples","2017","2017","tonnes","18","","Official data"
"TM","Detailed trade matrix","223","Turkey","38","Sri Lanka","5922","Export Value","515","Apples","2017","2017","1000 US$","15","","Official data"
"TM","Detailed trade matrix","223","Turkey","212","Syrian Arab Republic","5910","Export Quantity","515","Apples","2017","2017","tonnes","23032","","Official data"
"TM","Detailed trade matrix","223","Turkey","212","Syrian Arab Republic","5922","Export Value","515","Apples","2017","2017","1000 US$","8438","","Official data"
"TM","Detailed trade matrix","223","Turkey","213","Turkmenistan","5910","Export Quantity","515","Apples","2017","2017","tonnes","3489","","Official data"
"TM","Detailed trade matrix","223","Turkey","213","Turkmenistan","5922","Export Value","515","Apples","2017","2017","1000 US$","1744","","Official data"
"TM","Detailed trade matrix","223","Turkey","225","United Arab Emirates","5910","Export Quantity","515","Apples","2017","2017","tonnes","2615","","Official data"
"TM","Detailed trade matrix","223","Turkey","225","United Arab Emirates","5922","Export Value","515","Apples","2017","2017","1000 US$","1846","","Official data"
"TM","Detailed trade matrix","225","United Arab Emirates","96","China, Hong Kong SAR","5910","Export Quantity","515","Apples","2017","2017","tonnes","22","*","Unofficial figure"
"TM","Detailed trade matrix","225","United Arab Emirates","96","China, Hong Kong SAR","5922","Export Value","515","Apples","2017","2017","1000 US$","13","*","Unofficial figure"
"TM","Detailed trade matrix","225","United Arab Emirates","132","Maldives","5910","Export Quantity","515","Apples","2017","2017","tonnes","74","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","225","United Arab Emirates","132","Maldives","5922","Export Value","515","Apples","2017","2017","1000 US$","191","R","Estimated data using trading partners database"
"TM","Detailed trade matrix","225","United Arab Emirates","221","Oman","5910","Export Quantity","515","Apples","2017","2017","tonnes","15351","*","Unofficial figure"
"TM","Detailed trade matrix","225","United Arab Emirates","221","Oman","5922","Export Value","515","Apples","2017","2017","1000 US$","12206","*","Unofficial figure"
